parent,run_id,task,stratum,n_children,n_artifacts,n_silent,artifact_coverage,policy,picked,picked_pool_n,top1_expected,raw_regret,rank_expected,observed_low_stage_wall_s,full_eval_count,historical_all_full_runtime_s,cost_restart_exact_s,cost_continue_exact_s,cost_ratio_restart_exact,cost_ratio_continue_exact
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,sub120_available,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,1.5,3.9000000000000004,0,964.5409694686532,3.9000000000000004,3.9000000000000004,0.004043374126604942,0.004043374126604942
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__2777b9434e904072953a89a92373797d,1,1.0,0.0,1,3.9000000000000004,2,964.5409694686532,968.4409694686532,908.4409694686532,1.0040433741266048,0.9418376183326828
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,random,denoising-dirty-documents__5549e4182535479794bbe510d212e280|denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,2,0.5,0.0024399999999999995,1.5,60.3,0,3548.303095214069,0.0,0.0,0.0,0.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_external,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,60.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,60.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,60.3,2,3548.303095214069,3548.303095214069,3548.303095214069,1.0,1.0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,sub120_available,denoising-dirty-documents__5549e4182535479794bbe510d212e280|denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,2,0.5,0.0024399999999999995,1.5,60.3,0,3548.303095214069,60.3,60.3,0.01699403866635077,0.01699403866635077
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,1,60.3,2,3548.303095214069,3608.603095214069,3548.603095214069,1.0169940386663507,1.0000845474560516
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,random,denoising-dirty-documents__9b6a53da44cf4a7c909704e35cc9a7b0|denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,2,0.5,0.06892999999999999,1.5,60.3,0,5915.726876862347,0.0,0.0,0.0,0.0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,full_external,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,1,60.3,2,5915.726876862347,5915.726876862347,5915.726876862347,1.0,1.0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,1,60.3,2,5915.726876862347,5915.726876862347,5915.726876862347,1.0,1.0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,1,60.3,2,5915.726876862347,5915.726876862347,5915.726876862347,1.0,1.0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,sub120_available,denoising-dirty-documents__9b6a53da44cf4a7c909704e35cc9a7b0|denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,2,0.5,0.06892999999999999,1.5,60.3,0,5915.726876862347,60.3,60.3,0.010193168355328571,0.010193168355328571
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,1,60.3,2,5915.726876862347,5976.026876862347,5916.026876862347,1.0101931683553287,1.0000507122803748
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,random,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8|denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,2,0.5,0.0009650000000000006,1.5,60.3,0,5896.142553918064,0.0,0.0,0.0,0.0
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,full_external,denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,1,1.0,0.0,1,60.3,2,5896.142553918064,5896.142553918064,5896.142553918064,1.0,1.0
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,1,1.0,0.0,1,60.3,2,5896.142553918064,5896.142553918064,5896.142553918064,1.0,1.0
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,1,1.0,0.0,1,60.3,2,5896.142553918064,5896.142553918064,5896.142553918064,1.0,1.0
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,sub120_available,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8|denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,2,0.5,0.0009650000000000006,1.5,60.3,0,5896.142553918064,60.3,60.3,0.01022702545750524,0.01022702545750524
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,1,1.0,0.0,1,60.3,2,5896.142553918064,5956.442553918064,5896.442553918064,1.0102270254575052,1.0000508807236692
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,random,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76|denoising-dirty-documents__f39ee4ce2db14bc68771c9773ec0a47f,2,0.5,0.0010299999999999997,1.5,60.4,0,7291.400309048593,0.0,0.0,0.0,0.0
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_external,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,1,60.4,2,7291.400309048593,7291.400309048593,7291.400309048593,1.0,1.0
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_available,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,1,60.4,2,7291.400309048593,7291.400309048593,7291.400309048593,1.0,1.0
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,full_self_report_complete,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,1,60.4,2,7291.400309048593,7291.400309048593,7291.400309048593,1.0,1.0
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,sub120_available,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76|denoising-dirty-documents__f39ee4ce2db14bc68771c9773ec0a47f,2,0.5,0.0010299999999999997,1.5,60.4,0,7291.400309048593,60.4,60.4,0.00828373116821523,0.00828373116821523
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,0.0,artifact120_escalate_silent,denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,1,1.0,0.0,1,60.4,2,7291.400309048593,7351.800309048593,7291.800309048593,1.0082837311682151,1.0000548591468092
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,random,google-quest-challenge__cfdb38bd32284dd1b14ffe5f63059aa2|google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,2,0.5,0.07111,1.5,60.3,0,2106.5476160738617,0.0,0.0,0.0,0.0
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_external,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,1,60.3,2,2106.5476160738617,2106.5476160738617,2106.5476160738617,1.0,1.0
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_self_report_available,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,1,60.3,2,2106.5476160738617,2106.5476160738617,2106.5476160738617,1.0,1.0
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_self_report_complete,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,1,60.3,2,2106.5476160738617,2106.5476160738617,2106.5476160738617,1.0,1.0
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,sub120_available,google-quest-challenge__cfdb38bd32284dd1b14ffe5f63059aa2|google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,2,0.5,0.07111,1.5,60.3,0,2106.5476160738617,60.3,60.3,0.028625035361121265,0.028625035361121265
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__e056f23b7e7345cc99b98ec98dbc0224,1,1.0,0.0,1,60.3,2,2106.5476160738617,2166.847616073862,2106.847616073862,1.0286250353611213,1.0001424131112495
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,random,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,1.5,60.4,0,11458.130039536976,0.0,0.0,0.0,0.0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_external,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,1,1.0,0.0,1,60.4,2,11458.130039536976,11458.130039536976,11458.130039536976,1.0,1.0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_available,google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,1,0.0,0.00040000000000001146,2,60.4,2,11458.130039536976,11458.130039536976,11458.130039536976,1.0,1.0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_complete,google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,1,0.0,0.00040000000000001146,2,60.4,2,11458.130039536976,11458.130039536976,11458.130039536976,1.0,1.0
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,sub120_available,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4|google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,2,0.5,0.00020000000000003348,1.5,60.4,0,11458.130039536976,60.4,60.4,0.005271366251874094,0.005271366251874094
google-quest-challenge__54d5e9cda21a4099a4d5c8a5900b642d,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,1,1.0,0.0,1,60.4,2,11458.130039536976,11518.530039536976,11458.530039536976,1.005271366251874,1.0000349097102772
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,random,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2|google-quest-challenge__d18100348572434fbfa74d3d01008623,2,0.5,0.036055000000000004,1.5,60.9,0,4621.799937464006,0.0,0.0,0.0,0.0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_external,google-quest-challenge__d18100348572434fbfa74d3d01008623,1,1.0,0.0,1,60.9,2,4621.799937464006,4621.799937464006,4621.799937464006,1.0,1.0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_self_report_available,google-quest-challenge__d18100348572434fbfa74d3d01008623,1,1.0,0.0,1,60.9,2,4621.799937464006,4621.799937464006,4621.799937464006,1.0,1.0
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,sub120_available,google-quest-challenge__6ba46794dff84b4aa036ddff694451c2|google-quest-challenge__d18100348572434fbfa74d3d01008623,2,0.5,0.036055000000000004,1.5,60.9,0,4621.799937464006,60.9,60.9,0.013176684586961156,0.013176684586961156
google-quest-challenge__59d05421af854a3ebf13a049f852fca7,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__d18100348572434fbfa74d3d01008623,1,1.0,0.0,1,60.9,2,4621.799937464006,4682.699937464005,4631.280839613004,1.013176684586961,1.0020513441250771
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,random,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d|google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,2,0.5,0.03031499999999998,1.5,60.4,0,774.2440649799828,0.0,0.0,0.0,0.0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_external,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d,1,1.0,0.0,1,60.4,2,774.2440649799828,774.2440649799828,774.2440649799828,1.0,1.0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,full_self_report_available,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d,1,1.0,0.0,1,60.4,2,774.2440649799828,774.2440649799828,774.2440649799828,1.0,1.0
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,sub120_available,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d|google-quest-challenge__c0db78dfced24417a26a9268ac68ca83,2,0.5,0.03031499999999998,1.5,60.4,0,774.2440649799828,60.4,60.4,0.07801157636456868,0.07801157636456868
google-quest-challenge__5bbb739e789e4195ab45d5c9d9e4ef0e,cards_senior_0731.jsonl:8,google-quest-challenge,easy,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__b0136f10f1e34af1bea8d3b95494444d,1,1.0,0.0,1,60.4,2,774.2440649799828,834.6440649799828,774.6440649799828,1.0780115763645686,1.0005166329560566
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,random,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,1.5,60.3,0,9685.27632703996,0.0,0.0,0.0,0.0
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_external,google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,1,1.0,0.0,1,60.3,2,9685.27632703996,9685.27632703996,9685.27632703996,1.0,1.0
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_available,google-quest-challenge__0f314d3d03ab4226be148679544edf63,1,0.0,0.0016700000000000048,2,60.3,2,9685.27632703996,9685.27632703996,9685.27632703996,1.0,1.0
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_complete,google-quest-challenge__0f314d3d03ab4226be148679544edf63,1,0.0,0.0016700000000000048,2,60.3,2,9685.27632703996,9685.27632703996,9685.27632703996,1.0,1.0
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,sub120_available,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,2,0.5,0.0008349999999999747,1.5,60.3,0,9685.27632703996,60.3,60.3,0.006225945235207249,0.006225945235207249
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,1,1.0,0.0,1,60.3,2,9685.27632703996,9745.576327039958,9685.576327039958,1.0062259452352071,1.0000309748519163
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,random,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,1.5,60.3,0,12778.345358970982,0.0,0.0,0.0,0.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_external,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6,1,1.0,0.0,1,60.3,2,12778.345358970982,12778.345358970982,12778.345358970982,1.0,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_available,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6,1,1.0,0.0,1,60.3,2,12778.345358970982,12778.345358970982,12778.345358970982,1.0,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_complete,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6,1,1.0,0.0,1,60.3,2,12778.345358970982,12778.345358970982,12778.345358970982,1.0,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,sub120_available,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,2,0.5,0.002385000000000026,1.5,60.3,0,12778.345358970982,60.3,60.3,0.004718920823161712,0.004718920823161712
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6,1,1.0,0.0,1,60.3,2,12778.345358970982,12838.645358970982,12778.645358970982,1.0047189208231617,1.0000234772180256
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,random,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,1.5,60.599999999999994,0,12051.353250257991,0.0,0.0,0.0,0.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_external,google-quest-challenge__9f74747856c543728a41fbad7c6faf26,1,1.0,0.0,1,60.599999999999994,2,12051.353250257991,12051.353250257991,12051.353250257991,1.0,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_available,google-quest-challenge__9f74747856c543728a41fbad7c6faf26,1,1.0,0.0,1,60.599999999999994,2,12051.353250257991,12051.353250257991,12051.353250257991,1.0,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,full_self_report_complete,google-quest-challenge__9f74747856c543728a41fbad7c6faf26,1,1.0,0.0,1,60.599999999999994,2,12051.353250257991,12051.353250257991,12051.353250257991,1.0,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,sub120_available,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,2,0.5,0.003635000000000055,1.5,60.599999999999994,0,12051.353250257991,60.599999999999994,60.599999999999994,0.005028480930031878,0.005028480930031878
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,2,0,2,0.0,artifact120_escalate_silent,google-quest-challenge__9f74747856c543728a41fbad7c6faf26,1,1.0,0.0,1,60.599999999999994,2,12051.353250257991,12111.953250257991,12051.953250257991,1.0050284809300318,1.0000497869399014
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,random,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,1.5,60.4,0,3921.0252232720377,0.0,0.0,0.0,0.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,full_external,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c,1,1.0,0.0,1,60.4,2,3921.0252232720377,3921.0252232720377,3921.0252232720377,1.0,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,full_self_report_available,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c,1,1.0,0.0,1,60.4,2,3921.0252232720377,3921.0252232720377,3921.0252232720377,1.0,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,full_self_report_complete,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c,1,1.0,0.0,1,60.4,2,3921.0252232720377,3921.0252232720377,3921.0252232720377,1.0,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,sub120_available,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,2,0.5,0.30362999999999996,1.5,60.4,0,3921.0252232720377,60.4,60.4,0.015404134521123302,0.015404134521123302
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,2,0,2,0.0,artifact120_escalate_silent,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c,1,1.0,0.0,1,60.4,2,3921.0252232720377,3981.425223272038,3921.425223272038,1.0154041345211233,1.0001020141359016
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,2,0,2,0.0,random,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,2,0.5,0.004790000000000072,1.5,60.4,0,4745.1295155209955,0.0,0.0,0.0,0.0
